timestamp,valor_temperatura_exterior,valor_luminosidad_exterior,valor_humedad,valor_pureza_aire,temperatura_aire_acondicionado,luminosidad_encendido_luces,encender_humidificador,encender_purificador
2024-10-03 09:00:00,18.746201823559904,180,33.5,70,23.9,797,1,1
2024-10-03 10:00:00,19.67397437807147,155,38.5,70,22.7,791,1,1
2024-10-03 11:00:00,19.033012628019616,180,43.5,75,23.8,729,1,1
2024-10-03 12:00:00,19.480507427466648,205,43.5,50,22.2,731,1,1
2024-10-03 13:00:00,21.30336063298344,180,38.5,45,23.9,747,1,0
2024-10-03 14:00:00,20.095572059669422,155,40.5,70,21.4,702,1,0
2024-10-03 15:00:00,21.509582652547955,205,45.5,70,23.3,798,0,0
2024-10-03 16:00:00,21.806874363378263,230,45.5,95,24.5,763,0,0
2024-10-03 17:00:00,21.883686190994023,180,35.5,100,23.8,796,0,0
2024-10-03 18:00:00,22.162464962174198,180,30.0,105,24.6,786,1,1
2024-10-04 08:00:00,18.96160427794287,697,62.9,169,21.8,390,0,1
2024-10-04 09:00:00,19.211996545792648,647,57.9,194,24.9,469,0,1
2024-10-04 10:00:00,19.84341094231901,647,52.9,194,24.8,345,0,1
2024-10-04 11:00:00,20.409420430857228,747,47.9,194,21.2,153,0,1
2024-10-04 12:00:00,19.50796719440203,797,42.9,199,23.7,299,0,1
2024-10-04 13:00:00,20.791427764317643,800,44.9,199,23.6,104,0,1
2024-10-04 14:00:00,21.04180068831622,800,54.9,200,24.6,163,0,1
2024-10-04 15:00:00,21.348160553808334,800,44.9,200,24.9,164,0,1
2024-10-04 16:00:00,20.794013700327735,800,46.9,200,22.1,168,0,1
2024-10-04 17:00:00,21.285586481670148,800,46.9,200,22.9,187,0,1
2024-10-04 18:00:00,22.89562440940842,775,48.9,195,22.0,161,0,1
2024-10-05 08:00:00,17.232702910050126,777,30.0,161,24.5,134,1,1
2024-10-05 09:00:00,19.353726510715042,677,30.0,186,24.3,444,1,1
2024-10-05 10:00:00,18.506318117833104,677,30.0,191,22.2,449,1,1
2024-10-05 11:00:00,19.783080832106048,727,30.0,166,22.4,137,1,1
2024-10-05 12:00:00,19.860185779399266,777,35.0,191,22.4,266,1,1
2024-10-05 13:00:00,20.094251806306133,800,45.0,196,23.8,215,1,1
2024-10-05 14:00:00,20.33921911072808,800,55.0,200,21.1,260,0,1
2024-10-05 15:00:00,20.979637060322336,800,53.0,200,24.2,163,0,1
2024-10-05 16:00:00,21.263086897926897,775,48.0,200,24.0,220,0,1
2024-10-05 17:00:00,21.565124398648145,775,48.0,195,24.3,200,0,1
2024-10-05 18:00:00,21.65858517325249,750,58.0,195,21.8,253,0,1
2024-10-06 08:00:00,18.79683265960546,272,54.6,91,22.8,719,0,1
2024-10-06 09:00:00,19.243350224047077,297,56.6,66,23.6,721,0,1
2024-10-06 10:00:00,18.53848980971327,272,61.6,71,23.1,799,0,1
2024-10-06 11:00:00,20.039768637946217,322,61.6,96,22.0,647,0,1
2024-10-06 12:00:00,20.06371066276987,322,66.6,96,24.9,664,0,1
2024-10-06 13:00:00,21.040968793980994,322,70.0,96,23.7,604,0,1
2024-10-06 14:00:00,20.44173760422021,222,70.0,91,22.2,752,0,1
2024-10-06 15:00:00,21.05297923628484,247,70.0,86,24.7,710,0,1
2024-10-06 16:00:00,21.756290338805275,272,65.0,81,24.4,744,0,1
2024-10-06 17:00:00,21.2327950485856,297,55.0,81,24.6,718,0,1
2024-10-06 18:00:00,22.03212300781028,397,65.0,106,21.3,650,0,1
2024-10-07 08:00:00,17.82385850966285,592,59.8,79,22.4,394,0,1
2024-10-07 09:00:00,17.551473156439535,542,69.8,84,24.8,459,0,1
2024-10-07 10:00:00,18.021575075218287,642,70.0,84,24.5,339,0,1
2024-10-07 11:00:00,19.164086083779058,592,70.0,109,23.1,378,0,1
2024-10-07 12:00:00,19.427070955506668,567,65.0,84,22.7,325,0,1
2024-10-07 13:00:00,20.44110844705975,617,67.0,59,23.9,347,0,1
2024-10-07 14:00:00,20.627735872243136,667,62.0,64,22.6,439,0,1
2024-10-07 15:00:00,20.99074822130302,767,60.0,59,24.6,101,0,1
2024-10-07 16:00:00,22.34988289659129,800,60.0,64,22.1,134,0,1
2024-10-07 17:00:00,21.57155235885223,800,58.0,64,23.0,215,0,1
2024-10-07 18:00:00,22.00285746516872,700,60.0,69,23.8,135,0,1
2024-10-08 08:00:00,18.228454160941794,788,37.7,112,22.7,300,0,1
2024-10-08 09:00:00,18.446204821663095,788,30.0,87,23.6,121,1,1
2024-10-08 10:00:00,18.92942649454067,738,35.0,82,22.2,167,1,1
2024-10-08 11:00:00,18.62564500074637,638,45.0,57,24.8,332,1,1
2024-10-08 12:00:00,20.043048490623324,538,45.0,62,23.4,424,1,1
2024-10-08 13:00:00,21.48965421156845,563,43.0,87,22.5,418,1,1
2024-10-08 14:00:00,20.987477819413296,513,33.0,82,22.1,398,1,1
2024-10-08 15:00:00,21.37039583777022,613,30.0,57,23.2,442,1,1
2024-10-08 16:00:00,22.368454859840412,713,30.0,57,22.2,102,1,1
2024-10-08 17:00:00,21.264196081601202,738,30.0,32,21.0,203,1,0
2024-10-08 18:00:00,22.4673872729956,688,30.0,32,22.0,339,1,0
2024-10-09 08:00:00,17.612768895509454,636,58.6,20,22.9,490,0,0
2024-10-09 09:00:00,19.123894517426656,686,56.6,20,22.0,330,0,0
2024-10-09 10:00:00,18.943093258723643,636,66.6,20,23.9,344,0,0
2024-10-09 11:00:00,19.352550009632512,686,56.599999999999994,20,21.7,465,0,0
2024-10-09 12:00:00,20.377291305210036,736,66.6,45,24.9,236,0,0
2024-10-09 13:00:00,20.313773205135977,636,68.6,40,24.6,437,0,0
2024-10-09 14:00:00,20.026306731450013,536,68.6,65,23.4,389,0,0
2024-10-09 15:00:00,20.584805094987104,486,70.0,90,24.2,576,0,0
2024-10-09 16:00:00,21.319701980760033,536,65.0,65,23.6,473,0,0
2024-10-09 17:00:00,21.31970901223357,561,70.0,90,23.7,301,0,0
2024-10-09 18:00:00,21.500515282852515,511,70.0,95,24.6,310,0,0
2024-10-10 08:00:00,17.948464280603332,686,63.2,101,22.6,437,0,1
2024-10-10 09:00:00,18.067368131774668,586,63.2,96,21.9,369,0,1
2024-10-10 10:00:00,19.219474026301654,636,53.2,91,24.4,316,0,1
2024-10-10 11:00:00,18.82545500175621,636,55.2,96,24.9,445,0,1
2024-10-10 12:00:00,20.689487426950024,636,60.2,96,24.2,353,0,1
2024-10-10 13:00:00,20.557548374632955,686,62.2,71,22.9,354,0,1
2024-10-10 14:00:00,21.019719449423015,636,67.2,96,21.6,448,0,1
2024-10-10 15:00:00,20.32026110415342,536,70.0,121,24.4,367,0,1
2024-10-10 16:00:00,21.16498634353786,561,68.0,121,22.1,347,0,1
2024-10-10 17:00:00,21.398231275212023,536,68.0,126,21.3,484,0,1
2024-10-10 18:00:00,22.71815592791581,486,66.0,126,24.7,506,0,1
2024-10-11 08:00:00,17.30192322635158,335,30.0,30,22.6,611,1,0
2024-10-11 09:00:00,18.715334454177054,235,30.0,35,21.2,777,1,0
2024-10-11 10:00:00,18.334339032572203,335,30.0,35,21.0,661,1,0
2024-10-11 11:00:00,19.644582702526392,435,40.0,20,21.9,586,1,0
2024-10-11 12:00:00,20.54951395353422,460,45.0,20,23.9,609,1,0
2024-10-11 13:00:00,21.282235548294874,560,40.0,20,22.0,349,1,0
2024-10-11 14:00:00,21.32555800292918,610,38.0,20,21.7,462,1,0
2024-10-11 15:00:00,21.512462090427995,710,30.0,20,24.4,272,1,0
2024-10-11 16:00:00,21.101268249843994,610,40.0,20,22.1,456,1,0
2024-10-11 17:00:00,21.50782778321045,660,45.0,20,24.5,492,1,0
2024-10-11 18:00:00,21.419864457454107,760,55.0,20,22.3,113,0,0
2024-10-12 08:00:00,18.38985207743263,441,53.6,99,22.0,605,0,0
2024-10-12 09:00:00,18.95047675031322,491,53.6,104,21.4,592,0,1
2024-10-12 10:00:00,18.262058554797235,466,58.6,104,24.1,629,0,1
2024-10-12 11:00:00,18.628265246986388,441,68.6,109,22.3,538,0,1
2024-10-12 12:00:00,20.9831059021813,391,66.6,104,22.2,580,0,1
2024-10-12 13:00:00,21.422053853870896,416,61.599999999999994,79,24.0,607,0,1
2024-10-12 14:00:00,21.068757269554965,316,56.599999999999994,79,21.0,543,0,1
2024-10-12 15:00:00,20.90445749753651,291,51.599999999999994,84,24.3,788,0,1
2024-10-12 16:00:00,21.857958322822554,316,56.599999999999994,89,22.6,699,0,1
2024-10-12 17:00:00,21.283248203935305,366,61.599999999999994,64,23.5,610,0,1
2024-10-12 18:00:00,21.66366824550074,466,63.599999999999994,59,23.6,687,0,1
2024-10-13 08:00:00,18.258164540986126,800,30.0,29,21.3,239,1,0
2024-10-13 09:00:00,18.110210008112976,700,40.0,34,25.0,101,1,0
2024-10-13 10:00:00,18.386096531533266,700,45.0,39,23.4,284,1,0
2024-10-13 11:00:00,19.041052148267514,650,40.0,34,24.8,472,1,0
2024-10-13 12:00:00,20.199016906354842,675,35.0,34,23.0,320,1,0
2024-10-13 13:00:00,20.24207720759347,625,45.0,29,21.9,348,1,0
2024-10-13 14:00:00,21.57585369530136,600,40.0,20,21.1,399,1,0
2024-10-13 15:00:00,22.08650876407967,550,42.0,20,23.1,450,1,0
2024-10-13 16:00:00,21.05396202662663,550,47.0,25,21.1,489,0,0
2024-10-13 17:00:00,22.57849674309604,650,52.0,20,23.6,470,0,0
2024-10-13 18:00:00,22.030667331193133,550,57.0,25,23.1,326,0,0
2024-10-14 08:00:00,17.892598709333203,471,38.1,170,24.1,556,0,1
2024-10-14 09:00:00,19.480147717671382,521,30.0,170,23.9,489,1,1
2024-10-14 10:00:00,18.260454506475597,496,35.0,165,23.8,527,1,1
2024-10-14 11:00:00,19.572440442659616,546,30.0,170,24.9,317,1,1
2024-10-14 12:00:00,20.56382725578756,646,30.0,195,21.4,361,1,1
2024-10-14 13:00:00,21.416712040877684,621,30.0,190,22.3,497,1,1
2024-10-14 14:00:00,21.414765060349065,571,30.0,200,21.1,306,1,1
2024-10-14 15:00:00,21.630998065771625,471,30.0,200,21.5,516,1,1
2024-10-14 16:00:00,21.765813524737258,371,30.0,175,23.0,620,1,1
2024-10-14 17:00:00,21.347298679000374,371,32.0,150,23.8,532,1,1
2024-10-14 18:00:00,22.176199834655034,421,32.0,150,21.5,532,1,1
2024-10-15 08:00:00,18.43620543801824,357,53.5,200,22.4,631,0,1
2024-10-15 09:00:00,17.521416408634312,357,55.5,200,22.1,623,0,1
2024-10-15 10:00:00,19.44944641932295,307,45.5,195,21.9,637,0,1
2024-10-15 11:00:00,18.61303712050674,357,45.5,190,22.7,634,0,1
2024-10-15 12:00:00,20.82506123018979,332,43.5,190,24.1,540,0,1
2024-10-15 13:00:00,20.493233054062404,357,53.5,190,21.3,537,0,1
2024-10-15 14:00:00,20.45932749515919,407,55.5,185,22.7,569,0,1
2024-10-15 15:00:00,21.159636425268225,357,57.5,160,24.4,575,0,1
2024-10-15 16:00:00,22.25600024163489,307,57.5,155,21.2,502,0,1
2024-10-15 17:00:00,21.91135861136171,307,52.5,160,22.1,642,0,1
2024-10-15 18:00:00,21.654755587585413,207,50.5,135,21.7,782,0,1
2024-10-16 08:00:00,17.57806502248584,211,67.1,157,24.7,730,0,1
2024-10-16 09:00:00,18.36371091619404,111,70.0,152,24.7,769,0,1
2024-10-16 10:00:00,19.655025278125805,161,70.0,152,22.8,777,0,1
2024-10-16 11:00:00,19.89336470816025,136,70.0,127,21.4,725,0,1
2024-10-16 12:00:00,20.40993764918252,136,70.0,122,23.1,760,0,1
2024-10-16 13:00:00,20.679336957581693,136,70.0,127,22.7,788,0,1
2024-10-16 14:00:00,21.198565026856887,186,60.0,152,22.8,770,0,1
2024-10-16 15:00:00,20.333889221181252,136,65.0,152,24.4,748,0,1
2024-10-16 16:00:00,22.092224757645376,100,65.0,127,24.4,778,0,1
2024-10-16 17:00:00,22.416253305136646,100,70.0,102,24.0,727,0,1
2024-10-16 18:00:00,21.571399933191884,100,70.0,77,21.1,728,0,1
2024-10-17 08:00:00,17.725690714916443,293,60.0,78,25.0,727,0,1
2024-10-17 09:00:00,18.820758441656935,193,65.0,78,22.5,720,0,1
2024-10-17 10:00:00,19.165153714290955,243,55.0,103,24.7,706,0,1
2024-10-17 11:00:00,20.23651304486628,343,60.0,128,21.0,642,0,1
2024-10-17 12:00:00,19.87389215441288,443,50.0,103,23.3,677,0,1
2024-10-17 13:00:00,19.76124653121418,418,55.0,78,24.8,685,0,1
2024-10-17 14:00:00,20.6624551264988,418,65.0,83,21.4,560,0,1
2024-10-17 15:00:00,20.917421996760737,468,67.0,58,22.2,638,0,1
2024-10-17 16:00:00,21.71711702003387,368,70.0,33,23.0,518,0,0
2024-10-17 17:00:00,21.21487237308106,368,70.0,28,22.1,637,0,0
2024-10-17 18:00:00,22.357562997889072,268,68.0,28,22.4,764,0,0
2024-10-18 08:00:00,17.55314561526613,578,30.0,75,21.9,459,1,0
2024-10-18 09:00:00,19.195021410314954,603,35.0,50,24.7,315,1,0
2024-10-18 10:00:00,19.023949828839157,653,30.0,45,23.6,438,1,0
2024-10-18 11:00:00,19.766346960473125,653,30.0,50,23.8,400,1,0
2024-10-18 12:00:00,20.360428626527618,678,30.0,25,24.3,437,1,0
2024-10-18 13:00:00,20.067096238936667,653,30.0,20,22.1,464,1,0
2024-10-18 14:00:00,19.97628130832003,603,30.0,20,22.2,420,1,0
2024-10-18 15:00:00,20.14194807708379,603,30.0,25,21.9,302,1,0
2024-10-18 16:00:00,20.42731852999425,553,30.0,50,23.9,485,1,0
2024-10-18 17:00:00,21.27949268964467,653,40.0,45,23.5,392,1,0
2024-10-18 18:00:00,22.011563941325083,628,50.0,50,22.7,480,0,0
2024-10-19 08:00:00,17.84764681923488,800,49.4,71,24.7,263,0,0
2024-10-19 09:00:00,17.911634598229295,800,49.4,76,24.3,274,0,0
2024-10-19 10:00:00,19.320410660402658,750,44.4,51,21.6,177,0,0
2024-10-19 11:00:00,18.956985187869563,700,39.4,26,24.1,272,0,0
2024-10-19 12:00:00,21.119138572469367,700,44.4,51,24.9,229,0,0
2024-10-19 13:00:00,20.166580211325535,675,54.4,51,22.6,382,0,0
2024-10-19 14:00:00,21.185783069282994,650,59.4,56,22.1,312,0,0
2024-10-19 15:00:00,21.143341368030967,650,69.4,81,23.5,385,0,0
2024-10-19 16:00:00,21.811586329851085,600,67.4,76,23.5,478,0,0
2024-10-19 17:00:00,21.047988526120573,650,70.0,51,24.3,350,0,0
2024-10-19 18:00:00,21.993356591529807,650,70.0,76,21.5,372,0,0
2024-10-20 08:00:00,18.384081137593082,606,54.4,20,21.9,445,0,0
2024-10-20 09:00:00,19.08238022316362,581,64.4,25,21.8,466,0,0
2024-10-20 10:00:00,18.69667863835296,581,62.400000000000006,20,21.8,471,0,0
2024-10-20 11:00:00,18.894828294712447,481,64.4,20,21.4,649,0,0
2024-10-20 12:00:00,20.258089091114485,381,62.400000000000006,45,24.9,560,0,0
2024-10-20 13:00:00,20.901744667944804,381,62.400000000000006,45,21.1,687,0,0
2024-10-20 14:00:00,21.153478624283274,331,57.400000000000006,50,21.5,503,0,0
2024-10-20 15:00:00,21.5103022939833,331,55.400000000000006,75,23.0,647,0,0
2024-10-20 16:00:00,21.524716016684078,281,50.400000000000006,80,24.0,709,0,0
2024-10-20 17:00:00,20.95301696154601,231,55.400000000000006,80,23.7,730,0,0
2024-10-20 18:00:00,22.467590155194003,281,45.400000000000006,75,23.5,788,0,0
2024-10-21 08:00:00,17.998562498010923,611,34.3,200,24.9,424,1,1
2024-10-21 09:00:00,18.176357567514042,586,36.3,200,21.3,368,1,1
2024-10-21 10:00:00,18.49954164353521,636,31.299999999999997,200,21.5,449,1,1
2024-10-21 11:00:00,19.822102793435825,586,33.3,200,24.2,480,1,1
2024-10-21 12:00:00,20.51271938165293,611,30.0,200,23.0,351,1,1
2024-10-21 13:00:00,20.415678028638908,636,30.0,200,21.1,414,1,1
2024-10-21 14:00:00,21.35374991508094,736,35.0,200,22.0,265,1,1
2024-10-21 15:00:00,21.115401988319068,736,30.0,175,24.6,212,1,1
2024-10-21 16:00:00,21.10660593451073,736,30.0,170,22.5,156,1,1
2024-10-21 17:00:00,21.973839774746196,636,32.0,195,21.3,325,1,1
2024-10-21 18:00:00,21.745567864962283,661,37.0,200,23.9,368,1,1
2024-10-22 08:00:00,17.993580757034735,232,48.7,67,22.8,727,0,1
2024-10-22 09:00:00,19.235020821057677,132,43.7,92,23.9,727,0,1
2024-10-22 10:00:00,19.313333667974064,232,33.7,67,22.4,739,1,1
2024-10-22 11:00:00,20.12610713721255,257,43.7,42,24.9,744,1,0
2024-10-22 12:00:00,20.172966972086435,282,41.7,37,22.9,737,1,0
2024-10-22 13:00:00,20.268819276251726,257,36.7,20,24.9,761,1,0
2024-10-22 14:00:00,20.27779016324309,232,34.7,25,22.5,712,1,0
2024-10-22 15:00:00,22.052633804739383,182,30.0,20,21.6,800,1,0
2024-10-22 16:00:00,20.663283386876728,232,30.0,20,24.3,751,1,0
2024-10-22 17:00:00,22.27472800741615,182,40.0,45,23.2,793,1,0
2024-10-22 18:00:00,22.97314856792755,157,50.0,50,22.7,790,0,0
2024-10-23 08:00:00,17.865732468200502,484,47.6,185,21.9,550,0,1
2024-10-23 09:00:00,18.376892689480854,509,45.6,185,23.5,393,0,1
2024-10-23 10:00:00,18.689325248035434,559,47.6,200,22.6,351,0,1
2024-10-23 11:00:00,19.53308237724195,659,37.6,195,21.1,417,0,1
2024-10-23 12:00:00,19.649765569881485,709,37.6,190,23.8,296,0,1
2024-10-23 13:00:00,21.01786749565777,609,32.6,190,21.7,334,1,1
2024-10-23 14:00:00,21.31343227341164,634,30.0,185,25.0,383,1,1
2024-10-23 15:00:00,20.228708138307336,634,32.0,200,22.3,369,1,1
2024-10-23 16:00:00,22.094864598190426,659,30.0,200,22.7,386,1,1
2024-10-23 17:00:00,21.798229989438553,709,32.0,200,21.3,183,1,1
2024-10-23 18:00:00,21.861364324877723,800,30.0,195,22.1,166,1,1
2024-10-24 08:00:00,18.44045879469818,235,37.4,160,23.0,740,1,1
2024-10-24 09:00:00,18.292515492200245,185,42.4,160,21.3,791,1,1
2024-10-24 10:00:00,18.03053218227836,210,44.4,160,21.5,758,1,1
2024-10-24 11:00:00,19.74479144195976,110,39.4,185,24.5,770,1,1
2024-10-24 12:00:00,20.25673673953551,110,30.0,180,22.5,770,1,1
2024-10-24 13:00:00,20.7720992376473,110,30.0,185,21.3,754,1,1
2024-10-24 14:00:00,21.41615578025188,100,30.0,190,23.6,777,1,1
2024-10-24 15:00:00,21.314753043464922,100,30.0,195,24.6,750,1,1
2024-10-24 16:00:00,21.762055016492,100,40.0,200,23.2,783,1,1
2024-10-24 17:00:00,20.724159505431,125,50.0,200,24.6,789,0,1
2024-10-24 18:00:00,22.0617142513856,150,50.0,200,24.8,751,0,1
2024-10-25 08:00:00,17.266547242404226,747,30.0,124,23.8,180,1,1
2024-10-25 09:00:00,19.431593264879556,697,30.0,124,22.0,402,1,1
2024-10-25 10:00:00,18.926918350399475,697,30.0,119,24.6,447,1,1
2024-10-25 11:00:00,19.61354844160854,697,30.0,114,22.4,457,1,1
2024-10-25 12:00:00,20.53858134728514,647,30.0,119,24.9,331,1,1
2024-10-25 13:00:00,20.807032156554026,597,30.0,144,23.3,457,1,1
2024-10-25 14:00:00,20.983765406540925,547,32.0,169,23.0,339,1,1
2024-10-25 15:00:00,21.45085244685344,447,42.0,194,23.4,618,1,1
2024-10-25 16:00:00,21.988029528165995,547,44.0,169,23.5,468,1,1
2024-10-25 17:00:00,21.571689850341063,497,39.0,194,24.3,566,1,1
2024-10-25 18:00:00,22.498368463545138,497,44.0,189,22.6,516,1,1
2024-10-26 08:00:00,18.22713805465016,357,65.5,168,22.8,597,0,1
2024-10-26 09:00:00,18.35281640632039,357,67.5,173,23.3,530,0,1
2024-10-26 10:00:00,19.28360923959641,382,57.5,178,21.9,639,0,1
2024-10-26 11:00:00,19.98232023985674,382,62.5,153,22.1,678,0,1
2024-10-26 12:00:00,20.362180555048404,332,57.5,128,24.6,688,0,1
2024-10-26 13:00:00,20.038625937778892,332,62.5,128,21.9,661,0,1
2024-10-26 14:00:00,20.365025203358808,282,64.5,133,21.6,709,0,1
2024-10-26 15:00:00,20.89997475697854,307,54.5,128,22.6,661,0,1
2024-10-26 16:00:00,22.177446009850588,257,56.5,133,23.0,727,0,1
2024-10-26 17:00:00,21.96684325606107,257,54.5,133,23.1,753,0,1
2024-10-26 18:00:00,22.853884022825383,307,64.5,108,22.2,549,0,1
2024-10-27 08:00:00,18.02413279460115,347,62.6,112,22.0,617,0,1
2024-10-27 09:00:00,17.5405827679298,322,62.6,87,21.8,626,0,1
2024-10-27 10:00:00,18.638410695366687,322,62.6,82,24.7,663,0,1
2024-10-27 11:00:00,18.750074498483116,372,57.6,87,21.4,619,0,1
2024-10-27 12:00:00,21.15068496717649,347,62.6,92,24.7,666,0,1
2024-10-27 13:00:00,20.135051176924254,322,60.6,67,21.8,526,0,1
2024-10-27 14:00:00,20.87149066090661,347,60.6,92,23.5,696,0,1
2024-10-27 15:00:00,21.29268153399742,397,70.0,67,23.7,546,0,1
2024-10-27 16:00:00,22.085411202282053,497,70.0,42,23.2,674,0,0
2024-10-27 17:00:00,21.232195585717825,447,68.0,47,21.9,572,0,0
2024-10-27 18:00:00,22.45984721236691,397,68.0,72,23.3,599,0,0
2024-10-28 08:00:00,17.816368839905785,522,64.7,174,21.4,318,0,1
2024-10-28 09:00:00,17.94641501844957,572,69.7,149,23.3,473,0,1
2024-10-28 10:00:00,19.27927925265503,472,70.0,154,24.4,607,0,1
2024-10-28 11:00:00,19.626879855708477,522,70.0,154,22.3,433,0,1
2024-10-28 12:00:00,20.19132853747949,522,60.0,129,23.5,354,0,1
2024-10-28 13:00:00,20.97435556473398,422,58.0,134,24.9,549,0,1
2024-10-28 14:00:00,20.928918958912973,472,60.0,159,23.9,646,0,1
2024-10-28 15:00:00,20.630870622683965,447,65.0,154,22.2,629,0,1
2024-10-28 16:00:00,21.671013210345997,472,60.0,149,24.5,583,0,1
2024-10-28 17:00:00,21.4473831972426,447,58.0,154,24.1,601,0,1
2024-10-28 18:00:00,21.556257938937613,547,60.0,129,23.7,459,0,1
